Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,3.469
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,3.777
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,4.025
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GAB,Gabon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,4.493
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,44.958
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,76.604
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,84.377
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,93.928
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,118.523
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,44.958
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,85.432
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,96.4
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,108.315
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,135.219
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,44.958
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,97.643
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,105.808
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,112.55
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GHA,Ghana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,124.731
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,17.831
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,38.874
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,42.852
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,48.025
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,61.802
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,17.831
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,38.465
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,44.656
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,51.515
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,67.409
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,17.831
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,42.442
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,46.692
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,50.895
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GIN,Guinea,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,59.316
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,1.452
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,3.321
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,3.962
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,4.698
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,6.435
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,1.452
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,3.412
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,4.137
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,4.982
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,7.072
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,1.452
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,4.028
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,4.668
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,5.247
Market,"Commodity balances, volume",Sheep and goat meat,Food use,GMB,Gambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,6.346
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,81.683
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,157.505
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,183.407
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,209.658
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,261.766
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,81.683
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,152.389
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,177.548
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,205.855
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,273.864
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,81.683
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,168.565
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,186.394
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,202.721
Market,"Commodity balances, volume",Sheep and goat meat,Food use,KEN,Kenya,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,234.816
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,2.067
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,4.24
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,4.715
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,5.222
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,6.402
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,2.067
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,4
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,4.626
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,5.3
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,6.808
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,2.067
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,4.157
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,4.562
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,4.964
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LBR,Liberia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,5.769
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,6.954
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,10.29
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,11.321
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,12.26
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,13.767
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,6.954
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,9.716
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,10.611
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,11.627
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,13.94
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,6.954
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,10.14
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,10.563
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,10.987
Market,"Commodity balances, volume",Sheep and goat meat,Food use,LSO,Lesotho,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,11.81
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,12.93
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,26.823
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,31.974
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,37.204
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,47.838
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,12.93
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,25.357
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,30.122
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,35.781
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,50.318
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,12.93
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,26.847
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,30.603
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,34.171
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MDG,Madagascar,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,41.228
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,135.505
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,276.17
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,330.487
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,387.532
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,512.043
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,135.505
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,261.574
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,314.638
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,376.161
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,527.406
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,135.505
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,289.98
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,335.502
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,379.731
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MLI,Mali,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,471.829
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,22.645
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,49.083
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,56.622
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,65.393
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,86.175
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,22.645
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,48.704
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,56.744
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,65.934
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,88.265
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,22.645
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,53.153
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,59.67
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,66.21
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MOZ,Mozambique,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,79.608
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,44.028
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,80.375
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,92.007
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,104.072
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,128.368
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,44.028
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,80.134
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,92.814
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,106.808
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,139.781
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,44.028
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,88.784
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,98.366
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,106.813
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MRT,Mauritania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,123.367
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,5.021
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,5.786
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,5.783
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,5.788
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,5.785
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,5.021
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,5.945
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,6.046
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,6.084
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,6.038
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,5.021
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,6.904
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,6.861
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,6.682
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MUS,Mauritius,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,6.231
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,30.773
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,71.072
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,84.417
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,98.647
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,130.185
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,30.773
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,68.005
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,81.525
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,97.304
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,137.822
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,30.773
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,73.87
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,84.295
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,94.692
Market,"Commodity balances, volume",Sheep and goat meat,Food use,MWI,Malawi,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,116.432
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,7.944
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,12.612
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,14.088
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,15.652
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,18.931
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,7.944
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,12.736
Market,"Commodity balances, volume",Sheep and goat meat,Food use,NAM,Namibia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,14.256
