Domain,Area,Item,Year,Unit,Value,Flag Description
Producer Prices - Annual,Saint Lucia,"Meat, cattle",2003,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, cattle",2004,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, cattle",2005,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, cattle",2006,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, cattle",2007,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, cattle",2008,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2001,USD,2829.6,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2002,USD,2829.6,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2003,USD,2803.7,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2004,USD,4481.5,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2005,USD,4481.5,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2006,USD,4481.5,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2007,USD,4481.5,Official data
Producer Prices - Annual,Saint Lucia,"Meat, chicken",2008,USD,4481.5,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",1998,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",1999,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2000,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2001,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2002,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2003,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2004,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2005,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2006,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2007,USD,5703.7,Official data
Producer Prices - Annual,Saint Lucia,"Meat, goat",2008,USD,5703.7,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",1993,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",1994,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",1995,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",1996,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",1997,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",1998,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",1999,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2000,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2001,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2002,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2003,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2004,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2005,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2006,USD,4074.1,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2007,USD,4888.9,Official data
Producer Prices - Annual,Saint Lucia,"Meat, pig",2008,USD,4888.9,Official data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2008,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2009,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2010,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2011,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2012,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2013,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2014,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, cattle",2015,USD,8331.9,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2008,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2009,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2010,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2011,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2012,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2013,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2014,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, chicken",2015,USD,5772,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2008,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2009,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2010,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2011,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2012,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2013,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2014,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, goat",2015,USD,17497,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2008,USD,6480.4,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2009,USD,7776.4,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2010,USD,7776.4,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2011,USD,7776.4,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2012,USD,7776.4,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2013,USD,7776.4,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2014,USD,7776.4,Calculated data
Producer Prices - Annual,Saint Vincent and the Grenadines,"Meat, pig",2015,USD,7776.4,Calculated data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",1999,USD,2026.7,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2000,USD,1973.3,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2001,USD,1893.3,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2002,USD,1653.3,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2003,USD,1893.3,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2009,USD,2859.3,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2010,USD,2983.7,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2011,USD,3380.7,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2012,USD,3327.4,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2013,USD,3511.1,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2014,USD,3419.3,Official data
Producer Prices - Annual,Saudi Arabia,"Meat, chicken",2015,USD,3394.8,Official data
Producer Prices - Annual,Serbia,"Meat, cattle",2006,USD,2824.3,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2007,USD,4010,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2008,USD,4814.5,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2009,USD,4528.9,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2010,USD,3810.4,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2011,USD,4849.2,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2012,USD,4576.2,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2013,USD,4853.3,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2014,USD,4758.5,Calculated data
Producer Prices - Annual,Serbia,"Meat, cattle",2015,USD,3823.1,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2006,USD,1467.3,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2007,USD,1838,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2008,USD,1974.8,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2009,USD,1658.1,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2010,USD,1553.8,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2011,USD,1986.7,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2012,USD,1809.3,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2013,USD,2084.4,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2014,USD,1829,Calculated data
Producer Prices - Annual,Serbia,"Meat, chicken",2015,USD,1383.6,Calculated data
Producer Prices - Annual,Serbia,"Meat, goat",2007,USD,4181.1,Calculated data based on estimated data
Producer Prices - Annual,Serbia,"Meat, goat",2008,USD,4316.7,Calculated data based on estimated data
Producer Prices - Annual,Serbia,"Meat, goat",2009,USD,4012.5,Calculated data based on estimated data
Producer Prices - Annual,Serbia,"Meat, goat",2010,USD,3470.1,Calculated data based on estimated data
Producer Prices - Annual,Serbia,"Meat, pig",2006,USD,1498.5,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2007,USD,1838,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2008,USD,2883.5,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2009,USD,2675.1,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2010,USD,2013.2,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2011,USD,2370.5,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2012,USD,2520.3,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2013,USD,2663,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2014,USD,2532.3,Calculated data
Producer Prices - Annual,Serbia,"Meat, pig",2015,USD,1751.3,Calculated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, cattle",2004,USD,2273.7,Calculated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, cattle",2005,USD,2374.2,Calculated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, chicken",2004,USD,2731.8,Calculated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, chicken",2005,USD,1348.4,Calculated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, goat",2004,USD,2222.6,Calculated data based on estimated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, goat",2005,USD,2545.3,Calculated data based on estimated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, pig",2004,USD,1575.6,Calculated data
Producer Prices - Annual,Serbia and Montenegro,"Meat, pig",2005,USD,1587.9,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",1996,USD,1834.5,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",1997,USD,1616.4,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",1998,USD,1354.4,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",1999,USD,1353,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2000,USD,1252.9,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2001,USD,1160.9,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2002,USD,1117,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2003,USD,1193.9,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2004,USD,1404.1,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2005,USD,1818.5,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2006,USD,1762.2,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2007,USD,1902.1,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2008,USD,2195.8,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2009,USD,2135.9,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2010,USD,2161.1,Calculated data
Producer Prices - Annual,Singapore,"Meat, chicken",2011,USD,2417,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",1996,USD,3309.6,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",1997,USD,2781.2,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",1998,USD,2390.1,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",1999,USD,3277.7,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2000,USD,3458.9,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2001,USD,3276.4,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2002,USD,3381.9,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2003,USD,3550.3,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2004,USD,3900.4,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2005,USD,4005.5,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2006,USD,4720.1,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2007,USD,4411.2,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2008,USD,4698.8,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2009,USD,5589.2,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2010,USD,5677.1,Calculated data
Producer Prices - Annual,Singapore,"Meat, pig",2011,USD,6154.3,Calculated data
Producer Prices - Annual,Slovakia,"Meat, cattle",1993,USD,1621.2,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",1994,USD,1945.8,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",1995,USD,2378.2,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",1996,USD,2238.8,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",1997,USD,2088.8,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",1998,USD,2131,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",1999,USD,1881.2,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2000,USD,1706,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2001,USD,1689.1,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2002,USD,1829.6,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2003,USD,2231.7,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2004,USD,2539.6,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2005,USD,2735.6,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2006,USD,2943.7,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2007,USD,3458.2,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2008,USD,3950.9,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2009,USD,3917.5,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2010,USD,3691.2,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2011,USD,3885.5,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2012,USD,3748.3,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2013,USD,3915.9,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2014,USD,3911.7,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2015,USD,3342.7,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2016,USD,3353.2,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2017,USD,3426.9,Official data
Producer Prices - Annual,Slovakia,"Meat, cattle",2018,USD,3641.3,Official data
Producer Prices - Annual,Slovakia,"Meat, chicken",2004,USD,1255.7,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2005,USD,1266.2,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2006,USD,1204,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2007,USD,1559.8,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2008,USD,1965.2,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2009,USD,1573.1,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2010,USD,1491.7,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2011,USD,1810.7,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2012,USD,1721.2,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2013,USD,1893.9,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2014,USD,1749.1,Calculated data
Producer Prices - Annual,Slovakia,"Meat, chicken",2015,USD,1381.5,Calculated data
Producer Prices - Annual,Slovakia,"Meat, pig",1993,USD,1220.4,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",1994,USD,1369.7,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",1995,USD,1579.3,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",1996,USD,1529.1,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",1997,USD,1499.1,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",1998,USD,1478.3,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",1999,USD,1252,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2000,USD,1263,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2001,USD,1370.7,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2002,USD,1416.1,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2003,USD,1399.3,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2004,USD,1566.4,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2005,USD,1697.3,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2006,USD,1768.8,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2007,USD,1853.6,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2008,USD,2230.2,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2009,USD,2081,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2010,USD,1848.9,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2011,USD,1951.9,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2012,USD,1953,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2013,USD,2160.9,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2014,USD,2065.7,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2015,USD,1534.4,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2016,USD,1480.5,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2017,USD,1653.3,Official data
Producer Prices - Annual,Slovakia,"Meat, pig",2018,USD,1706.1,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1992,USD,2794.8,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1993,USD,2637.8,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1994,USD,3025,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1995,USD,3966.6,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1996,USD,3472.4,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1997,USD,3025.7,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1998,USD,3160.8,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",1999,USD,2971,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2000,USD,2421.7,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2001,USD,2174.1,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2002,USD,2255.7,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2003,USD,2612.2,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2004,USD,2855.1,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2005,USD,3185.8,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2006,USD,3345.1,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2007,USD,3657.5,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2008,USD,4129.3,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2009,USD,3981.1,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2010,USD,3795.5,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2011,USD,4404.6,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2012,USD,4470.5,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2013,USD,4490.3,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2014,USD,4303.3,Official data
Producer Prices - Annual,Slovenia,"Meat, cattle",2015,USD,3609.5,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1992,USD,1652.4,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1993,USD,1353.3,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1994,USD,1379.4,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1995,USD,1558.8,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1996,USD,1611.3,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1997,USD,1415.8,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1998,USD,1314.9,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",1999,USD,1179.7,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2000,USD,994.4,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2001,USD,1026.6,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2002,USD,1049.3,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2003,USD,1301.4,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2004,USD,1520,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2005,USD,1420,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2006,USD,1437.4,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2007,USD,1721.9,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2008,USD,2205.1,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2009,USD,1981,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2010,USD,1885.5,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2011,USD,2119.8,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2012,USD,1956.7,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2013,USD,2177.6,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2014,USD,2037.6,Official data
Producer Prices - Annual,Slovenia,"Meat, chicken",2015,USD,1591.8,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1992,USD,2316.6,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1993,USD,1731.2,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1994,USD,1787.4,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1995,USD,2108.2,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1996,USD,2014.4,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1997,USD,1971.8,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1998,USD,1741.6,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",1999,USD,1469.4,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2000,USD,1409.1,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2001,USD,1584.3,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2002,USD,1383.6,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2003,USD,1508.7,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2004,USD,1684.1,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2005,USD,1776.6,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2006,USD,1812.1,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2007,USD,1835.8,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2008,USD,2171.8,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2009,USD,1900.4,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2010,USD,1835.8,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2011,USD,2074.1,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2012,USD,2212.1,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2013,USD,2311.9,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2014,USD,2314.2,Official data
Producer Prices - Annual,Slovenia,"Meat, pig",2015,USD,1829.1,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1991,USD,1806.4,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1992,USD,1759.1,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1993,USD,1597.1,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1994,USD,2339.5,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1995,USD,2006.8,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1996,USD,1830.7,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1997,USD,1763.3,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1998,USD,1422.3,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",1999,USD,1323.4,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2000,USD,1237.8,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2001,USD,1064.8,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2002,USD,1117.4,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2003,USD,1677.4,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2004,USD,2157.2,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2005,USD,2334.7,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2006,USD,2777.8,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2007,USD,2796.6,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2008,USD,2578.2,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2009,USD,2616.2,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2010,USD,3122,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2011,USD,3826.8,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2012,USD,3476,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2013,USD,2901.6,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2014,USD,2894.4,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2015,USD,2614.1,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2016,USD,2489.2,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2017,USD,3339.6,Official data
Producer Prices - Annual,South Africa,"Meat, cattle",2018,USD,3428.5,Official data
Producer Prices - Annual,South Africa,"Meat, chicken",1991,USD,1685.1,Official data
Producer Prices - Annual,South Africa,"Meat, chicken",1992,USD,1731.4,Official data
Producer Prices - Annual,South Africa,"Meat, chicken",1993,USD,1756,Official data
Producer Prices - Annual,South Africa,"Meat, chicken",1994,USD,1866.3,Official data
Producer Prices - Annual,South Africa,"Meat, chicken",1995,USD,1967.1,Official data
Producer Prices - Annual,South Africa,"Meat, chicken",1996,USD,1722.1,Official data
Producer Prices - Annual,South Africa,"Meat, chicken",1997,USD,1820.3,Official data
